                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.49098,                0.58178,                0.84033,                0.76498,                0.90442,                0.90024,                0.70334,                0.83551,                0.73241,                0.89346,             0.00038055,             0.00038055,             0.00038055
                     37,                0.52223,                0.57368,                0.80885,                0.76498,                0.90442,                0.90024,                0.70334,                0.83551,                0.73241,                0.89346,             0.00038043,             0.00038043,             0.00038043
                     38,                 0.4886,                0.55168,                0.82894,                0.83339,                0.85099,                0.90024,                0.71304,                 0.8292,                0.75955,                0.88989,              0.0003803,              0.0003803,              0.0003803
                     39,                0.49454,                0.57647,                0.83463,                0.81258,                0.85124,                0.90024,                  0.721,                0.82485,                0.76979,                0.89076,             0.00038017,             0.00038017,             0.00038017
                     40,                0.49032,                0.56799,                0.82563,                0.80713,                0.85055,                0.90024,                0.72548,                0.78597,                 0.7917,                 0.8907,             0.00038005,             0.00038005,             0.00038005
                     41,                0.51349,                0.55741,                0.81871,                0.80713,                0.85055,                0.90024,                0.72548,                0.78597,                 0.7917,                 0.8907,             0.00037992,             0.00037992,             0.00037992
                     42,                0.47203,                 0.5915,                0.82122,                0.81347,                0.85087,                0.90024,                 0.7226,                 0.8016,                0.77773,                0.90294,             0.00037979,             0.00037979,             0.00037979
                     43,                0.48369,                0.51748,                0.83158,                0.80986,                0.85426,                0.90024,                0.71833,                0.80095,                0.74307,                 0.9024,             0.00037966,             0.00037966,             0.00037966
                     44,                0.49899,                0.58798,                0.82439,                 0.8826,                0.80449,                0.90024,                0.72353,                0.79011,                0.71533,                 0.8921,             0.00037954,             0.00037954,             0.00037954
                     45,                 0.5003,                0.59194,                0.81763,                 0.8826,                0.80449,                0.90024,                0.72353,                0.79011,                0.71533,                 0.8921,             0.00037941,             0.00037941,             0.00037941
                     46,                0.51761,                0.57324,                0.82531,                0.87126,                0.80593,                0.90024,                0.72018,                0.80991,                0.70468,                0.88774,             0.00037928,             0.00037928,             0.00037928
                     47,                0.51374,                0.55465,                0.82901,                0.72922,                0.90476,                0.90024,                0.71386,                0.84691,                0.68769,                   0.89,             0.00037916,             0.00037916,             0.00037916
                     48,                0.48101,                0.55104,                0.82957,                0.78325,                0.90476,                0.90024,                0.71577,                0.84705,                0.75509,                0.89285,             0.00037903,             0.00037903,             0.00037903
                     49,                0.52291,                 0.5785,                0.83444,                0.78325,                0.90476,                0.90024,                0.71577,                0.84705,                0.75509,                0.89285,              0.0003789,              0.0003789,              0.0003789
                     50,                0.51233,                0.57798,                0.85346,                0.75662,                0.90379,                0.90024,                0.71183,                0.83927,                0.78657,                0.89639,             0.00037877,             0.00037877,             0.00037877
                     51,                0.50423,                 0.5831,                0.82572,                0.77649,                0.90372,                0.90024,                0.69688,                0.85493,                0.82495,                0.89382,             0.00037865,             0.00037865,             0.00037865
                     52,                0.50731,                0.56418,                0.83249,                0.75974,                0.90476,                0.90024,                0.71362,                 0.8193,                 0.8138,                0.88702,             0.00037852,             0.00037852,             0.00037852
                     53,                0.47301,                0.53249,                0.81286,                0.75974,                0.90476,                0.90024,                0.71362,                 0.8193,                 0.8138,                0.88702,             0.00037839,             0.00037839,             0.00037839
                     54,                0.46921,                0.54399,                0.81061,                0.83841,                0.85398,                0.90024,                  0.717,                0.76238,                0.75792,                0.88237,             0.00037827,             0.00037827,             0.00037827
                     55,                0.49185,                0.55735,                0.80272,                 0.8406,                0.85518,                0.90024,                0.72692,                 0.7357,                0.71113,                0.88322,             0.00037814,             0.00037814,             0.00037814
                     56,                0.48387,                0.61164,                0.83574,                0.83483,                0.85516,                0.90024,                0.73864,                 0.7506,                0.68186,                0.88882,             0.00037801,             0.00037801,             0.00037801
                     57,                0.51528,                0.58683,                0.83351,                0.83483,                0.85516,                0.90024,                0.73864,                 0.7506,                0.68186,                0.88882,             0.00037789,             0.00037789,             0.00037789
                     58,                0.50424,                0.55582,                0.82308,                0.81861,                0.85162,                0.90024,                0.72439,                0.77795,                0.68863,                0.89451,             0.00037776,             0.00037776,             0.00037776
                     59,                0.50295,                0.55253,                0.80394,                0.77608,                0.85538,                0.90024,                0.72454,                0.76859,                0.72452,                0.89653,             0.00037763,             0.00037763,             0.00037763
                     60,                0.43029,                0.53288,                0.82067,                0.81515,                0.79952,                0.90024,                0.72141,                0.76762,                0.72679,                0.89778,              0.0003775,              0.0003775,              0.0003775
                     61,                0.50765,                0.54623,                 0.8427,                0.81515,                0.79952,                0.90024,                0.72141,                0.76762,                0.72679,                0.89778,             0.00037738,             0.00037738,             0.00037738
                     62,                0.46831,                0.54854,                0.81716,                0.81742,                0.79773,                0.90024,                0.72157,                0.76559,                0.73408,                0.89658,             0.00037725,             0.00037725,             0.00037725
                     63,                0.52011,                0.54689,                0.82868,                0.81725,                0.80123,                0.90024,                0.73091,                0.75773,                0.70316,                0.89466,             0.00037712,             0.00037712,             0.00037712
                     64,                0.48574,                0.55011,                0.82126,                0.67662,                0.90476,                0.90024,                0.72486,                 0.7627,                0.72011,                0.88989,               0.000377,               0.000377,               0.000377
                     65,                0.54785,                0.60275,                 0.8389,                0.67662,                0.90476,                0.90024,                0.72486,                 0.7627,                0.72011,                0.88989,             0.00037687,             0.00037687,             0.00037687
                     66,                0.47504,                0.59302,                0.83239,                0.70599,                0.90428,                0.90024,                0.73283,                0.78199,                0.70291,                0.88764,             0.00037674,             0.00037674,             0.00037674
                     67,                0.47788,                 0.5311,                0.82608,                0.74456,                 0.9022,                0.90024,                   0.72,                0.76158,                0.70269,                0.88625,             0.00037661,             0.00037661,             0.00037661
                     68,                0.48179,                0.54858,                0.80362,                0.71796,                0.90229,                0.90024,                0.74468,                0.74068,                0.74076,                0.88567,             0.00037649,             0.00037649,             0.00037649
                     69,                0.46548,                0.52934,                 0.8504,                0.71796,                0.90229,                0.90024,                0.74468,                0.74068,                0.74076,                0.88567,             0.00037636,             0.00037636,             0.00037636
                     70,                0.47714,                0.56137,                0.80293,                0.79549,                0.85211,                0.90024,                 0.7294,                0.73706,                0.75635,                 0.8874,             0.00037623,             0.00037623,             0.00037623
                     71,                0.50185,                0.58273,                0.84289,                0.81766,                0.85175,                0.90024,                0.71665,                0.76631,                0.71752,                0.89572,             0.00037611,             0.00037611,             0.00037611
                     72,                0.49206,                0.54555,                0.81604,                0.83455,                0.85133,                0.90024,                0.70021,                0.82007,                0.66667,                0.89854,             0.00037598,             0.00037598,             0.00037598
                     73,                0.48038,                0.53901,                0.82187,                0.83455,                0.85133,                0.90024,                0.70021,                0.82007,                0.66667,                0.89854,             0.00037585,             0.00037585,             0.00037585
                     74,                0.49156,                0.53062,                0.82217,                 0.8484,                0.85087,                0.90024,                0.70585,                0.82266,                0.64463,                0.89175,             0.00037573,             0.00037573,             0.00037573
                     75,                0.48938,                0.55323,                0.81376,                0.84044,                0.84683,                0.90024,                0.70852,                0.81075,                0.67826,                0.88665,              0.0003756,              0.0003756,              0.0003756
                     76,                0.48738,                 0.5361,                0.84015,                0.83732,                0.84277,                0.90024,                 0.7009,                0.77883,                0.76395,                0.88523,             0.00037547,             0.00037547,             0.00037547
                     77,                0.46247,                0.53208,                0.82366,                0.83732,                0.84277,                0.90024,                 0.7009,                0.77883,                0.76395,                0.88523,             0.00037534,             0.00037534,             0.00037534
                     78,                0.50889,                0.53746,                0.85678,                0.76405,                0.90045,                0.90024,                0.69849,                0.77358,                0.76493,                0.88771,             0.00037522,             0.00037522,             0.00037522
                     79,                0.51622,                0.58993,                0.84067,                0.77449,                0.90045,                0.90024,                0.69637,                0.79424,                0.72872,                 0.8911,             0.00037509,             0.00037509,             0.00037509
                     80,                0.47493,                0.51777,                0.83012,                0.76799,                 0.9009,                0.90024,                0.69539,                 0.8018,                0.75583,                0.89159,             0.00037496,             0.00037496,             0.00037496
                     81,                0.47593,                 0.5683,                0.82194,                0.76799,                 0.9009,                0.90024,                0.69539,                 0.8018,                0.75583,                0.89159,             0.00037484,             0.00037484,             0.00037484
                     82,                0.51278,                0.59807,                0.83075,                0.75079,                0.90138,                0.90024,                0.70666,                0.77238,                0.71887,                0.88296,             0.00037471,             0.00037471,             0.00037471
                     83,                0.49382,                0.53663,                0.83326,                 0.8338,                0.85108,                0.90024,                0.70132,                0.76138,                0.73212,                0.87874,             0.00037458,             0.00037458,             0.00037458
                     84,                0.47555,                0.51778,                0.80041,                0.81825,                0.85153,                0.90024,                0.70765,                0.75729,                0.70755,                 0.8784,             0.00037445,             0.00037445,             0.00037445
                     85,                0.47979,                0.62194,                0.82886,                0.81825,                0.85153,                0.90024,                0.70765,                0.75729,                0.70755,                 0.8784,             0.00037433,             0.00037433,             0.00037433
                     86,                0.49068,                0.53627,                 0.8368,                0.80367,                0.85167,                0.90024,                0.69855,                0.77975,                0.73001,                0.88525,              0.0003742,              0.0003742,              0.0003742
                     87,                0.52647,                0.59226,                0.82126,                 0.8022,                0.85154,                0.90024,                 0.6933,                0.80281,                 0.7511,                0.89503,             0.00037407,             0.00037407,             0.00037407
                     88,                0.48195,                0.51562,                0.80684,                0.81645,                0.85159,                0.90024,                0.70497,                0.78559,                0.75719,                0.89102,             0.00037395,             0.00037395,             0.00037395
                     89,                0.48424,                0.51872,                0.83042,                0.81645,                0.85159,                0.90024,                0.70497,                0.78559,                0.75719,                0.89102,             0.00037382,             0.00037382,             0.00037382
                     90,                0.42096,                0.55327,                0.81226,                0.81561,                0.83901,                0.90024,                0.71888,                0.75511,                 0.7521,                0.88572,             0.00037369,             0.00037369,             0.00037369
                     91,                 0.4733,                0.51291,                0.82373,                0.80494,                0.85249,                0.90024,                 0.7331,                0.74089,                0.71893,                0.88803,             0.00037357,             0.00037357,             0.00037357
                     92,                0.46257,                0.49569,                0.84509,                0.82115,                0.85201,                0.90024,                0.72728,                0.76369,                0.70146,                0.89106,             0.00037344,             0.00037344,             0.00037344
                     93,                0.48071,                0.54313,                0.83401,                0.82115,                0.85201,                0.90024,                0.72728,                0.76369,                0.70146,                0.89106,             0.00037331,             0.00037331,             0.00037331
                     94,                0.46142,                 0.5141,                0.81477,                0.81562,                0.85204,                0.90024,                0.70945,                0.81387,                0.71326,                 0.8958,             0.00037318,             0.00037318,             0.00037318
                     95,                0.48539,                0.49693,                0.83022,                0.82211,                 0.8518,                0.90024,                0.71653,                0.81135,                0.70475,                 0.8946,             0.00037306,             0.00037306,             0.00037306
                     96,                0.42525,                 0.4921,                0.84124,                0.72974,                0.90121,                0.90024,                0.71423,                0.77101,                0.72952,                0.88681,             0.00037293,             0.00037293,             0.00037293
                     97,                0.46187,                0.49851,                0.82874,                0.72974,                0.90121,                0.90024,                0.71423,                0.77101,                0.72952,                0.88681,              0.0003728,              0.0003728,              0.0003728
                     98,                0.50733,                0.54082,                0.83984,                0.76854,                0.89996,                0.90024,                0.72968,                0.75367,                0.75625,                0.88068,             0.00037268,             0.00037268,             0.00037268
                     99,                0.54715,                0.53247,                0.83535,                0.80879,                 0.8511,                0.90024,                0.71408,                0.76234,                0.78993,                0.87768,             0.00037255,             0.00037255,             0.00037255
                    100,                0.53743,                0.52252,                0.83125,                0.80371,                0.85108,                0.90024,                0.70915,                 0.7849,                0.79473,                0.88391,             0.00037242,             0.00037242,             0.00037242
                    101,                0.48535,                0.51689,                0.82259,                0.80371,                0.85108,                0.90024,                0.70915,                 0.7849,                0.79473,                0.88391,             0.00037229,             0.00037229,             0.00037229
                    102,                0.49022,                0.52347,                0.84026,                0.81326,                0.85109,                0.90024,                0.70931,                0.82331,                 0.7818,                0.89513,             0.00037217,             0.00037217,             0.00037217
                    103,                0.48649,                0.49639,                0.80283,                0.83367,                0.85087,                0.90024,                0.70467,                0.80025,                0.74541,                 0.8963,             0.00037204,             0.00037204,             0.00037204
                    104,                 0.4537,                0.50432,                0.82053,                0.77277,                0.90011,                0.90024,                0.70113,                0.77793,                0.75026,                0.89555,             0.00037191,             0.00037191,             0.00037191
                    105,                0.47924,                0.51557,                0.81152,                0.77277,                0.90011,                0.90024,                0.70113,                0.77793,                0.75026,                0.89555,             0.00037179,             0.00037179,             0.00037179
                    106,                0.50523,                0.49012,                 0.8307,                0.78799,                0.90014,                0.90024,                 0.7011,                0.77073,                0.75445,                0.89446,             0.00037166,             0.00037166,             0.00037166
                    107,                0.47385,                 0.5101,                0.81618,                0.76042,                0.90069,                0.90024,                0.69201,                0.76963,                0.80854,                0.88787,             0.00037153,             0.00037153,             0.00037153
                    108,                0.44867,                0.49504,                0.83267,                0.80629,                0.84897,                0.90024,                 0.6901,                0.81363,                0.78589,                0.88753,             0.00037141,             0.00037141,             0.00037141
                    109,                0.47307,                0.51947,                 0.8168,                0.80629,                0.84897,                0.90024,                 0.6901,                0.81363,                0.78589,                0.88753,             0.00037128,             0.00037128,             0.00037128
                    110,                0.50495,                0.50512,                0.84072,                 0.7083,                0.90118,                0.90024,                0.68885,                0.82616,                0.78817,                0.88819,             0.00037115,             0.00037115,             0.00037115
                    111,                0.50927,                0.51917,                0.82602,                0.84812,                0.78944,                0.90024,                0.71777,                0.77773,                0.80069,                0.88655,             0.00037102,             0.00037102,             0.00037102
                    112,                0.47734,                0.52785,                 0.8239,                0.69388,                0.90131,                0.90024,                0.73204,                0.72168,                0.85463,                0.88163,              0.0003709,              0.0003709,              0.0003709
                    113,                0.57709,                0.51775,                0.84976,                0.69388,                0.90131,                0.90024,                0.73204,                0.72168,                0.85463,                0.88163,             0.00037077,             0.00037077,             0.00037077
                    114,                0.46696,                0.50739,                0.82735,                0.70237,                0.90175,                0.90024,                0.74159,                0.73586,                0.79967,                0.88382,             0.00037064,             0.00037064,             0.00037064
                    115,                0.47263,                0.49478,                0.81821,                0.79393,                0.85253,                0.90024,                0.72954,                0.76948,                0.78274,                 0.8884,             0.00037052,             0.00037052,             0.00037052
                    116,                0.46182,                0.51021,                0.80312,                0.81218,                0.85238,                0.90024,                0.72078,                0.76444,                0.75592,                 0.8883,             0.00037039,             0.00037039,             0.00037039
                    117,                 0.4909,                0.51175,                0.83469,                0.81218,                0.85238,                0.90024,                0.72078,                0.76444,                0.75592,                 0.8883,             0.00037026,             0.00037026,             0.00037026
                    118,                0.45495,                0.50774,                0.82359,                0.76842,                0.90183,                0.90024,                0.73617,                0.74838,                0.75432,                0.89246,             0.00037014,             0.00037014,             0.00037014
                    119,                0.48124,                0.49167,                0.82459,                0.79964,                  0.901,                0.90024,                 0.7186,                0.76717,                0.76473,                0.88867,             0.00037001,             0.00037001,             0.00037001
                    120,                0.47411,                0.48845,                0.84642,                0.81223,                0.90035,                0.90024,                0.71925,                0.79291,                0.76589,                0.88547,             0.00036988,             0.00036988,             0.00036988
                    121,                 0.4816,                0.54561,                0.83412,                0.81223,                0.90035,                0.90024,                0.71925,                0.79291,                0.76589,                0.88547,             0.00036975,             0.00036975,             0.00036975
                    122,                0.51889,                  0.556,                0.81754,                0.80425,                 0.9005,                0.90024,                0.69458,                0.82208,                0.74106,                0.88552,             0.00036963,             0.00036963,             0.00036963
                    123,                0.47032,                0.52361,                0.82235,                 0.7719,                0.90281,                0.90024,                0.69726,                0.81912,                0.72893,                0.88791,              0.0003695,              0.0003695,              0.0003695
                    124,                0.46274,                0.47188,                0.81092,                0.77707,                0.90417,                0.90024,                0.72023,                 0.7817,                0.70629,                0.88597,             0.00036937,             0.00036937,             0.00036937
                    125,                0.48136,                0.49652,                0.82211,                0.77707,                0.90417,                0.90024,                0.72023,                 0.7817,                0.70629,                0.88597,             0.00036925,             0.00036925,             0.00036925
                    126,                0.47672,                0.49825,                0.81694,                 0.7591,                0.90476,                0.90024,                0.72632,                 0.7646,                0.70384,                0.88784,             0.00036912,             0.00036912,             0.00036912
                    127,                  0.423,                0.47656,                0.82938,                0.77602,                 0.9031,                0.90024,                0.71093,                 0.7623,                0.72957,                0.89092,             0.00036899,             0.00036899,             0.00036899
                    128,                0.47397,                0.50754,                0.81244,                0.79441,                0.90106,                0.90024,                0.70425,                 0.7801,                0.72162,                0.89583,             0.00036886,             0.00036886,             0.00036886
                    129,                0.49902,                0.48765,                0.84282,                0.79441,                0.90106,                0.90024,                0.70425,                 0.7801,                0.72162,                0.89583,             0.00036874,             0.00036874,             0.00036874
                    130,                0.44715,                0.49191,                0.82646,                0.77499,                0.90058,                0.90024,                 0.7037,                0.79498,                 0.6999,                0.89565,             0.00036861,             0.00036861,             0.00036861
                    131,                0.46012,                0.50095,                0.81175,                0.82789,                 0.8513,                0.90024,                0.69032,                 0.7844,                0.70235,                0.89215,             0.00036848,             0.00036848,             0.00036848
                    132,                0.50155,                0.56672,                0.83541,                0.84298,                0.85082,                0.90024,                0.70967,                0.75452,                0.73514,                0.89078,             0.00036836,             0.00036836,             0.00036836
                    133,                0.46662,                 0.5163,                0.82525,                0.84298,                0.85082,                0.90024,                0.70967,                0.75452,                0.73514,                0.89078,             0.00036823,             0.00036823,             0.00036823
                    134,                0.45453,                0.48144,                0.82424,                0.85617,                0.85044,                0.90024,                 0.7208,                0.73752,                 0.7097,                0.89245,              0.0003681,              0.0003681,              0.0003681
                    135,                0.45315,                0.47202,                0.82046,                0.84555,                0.85087,                0.90024,                0.72558,                0.74235,                 0.6755,                0.89361,             0.00036798,             0.00036798,             0.00036798
                    136,                0.46916,                0.51132,                0.82433,                0.75833,                0.90109,                0.90024,                0.72417,                0.75937,                0.67518,                0.88929,             0.00036785,             0.00036785,             0.00036785
                    137,                0.52397,                0.53112,                0.85618,                0.75833,                0.90109,                0.90024,                0.72417,                0.75937,                0.67518,                0.88929,             0.00036772,             0.00036772,             0.00036772
                    138,                0.50376,                 0.5331,                0.82566,                0.82223,                0.85215,                0.90024,                0.71795,                0.79233,                 0.6876,                0.89278,             0.00036759,             0.00036759,             0.00036759
                    139,                0.49556,                0.54395,                0.83543,                0.81281,                0.85231,                0.90024,                0.72703,                0.79684,                 0.6843,                0.89588,             0.00036747,             0.00036747,             0.00036747
                    140,                0.47283,                0.51224,                0.82446,                0.81582,                0.85194,                0.90024,                0.72188,                0.77881,                0.70938,                0.89801,             0.00036734,             0.00036734,             0.00036734
                    141,                0.48171,                0.52755,                0.83078,                0.81582,                0.85194,                0.90024,                0.72188,                0.77881,                0.70938,                0.89801,             0.00036721,             0.00036721,             0.00036721
                    142,                0.44687,                0.53778,                0.84759,                0.82865,                0.85194,                0.90024,                0.72051,                0.77825,                 0.7185,                0.89425,             0.00036709,             0.00036709,             0.00036709
                    143,                 0.4826,                0.53688,                0.84156,                 0.8458,                0.85217,                0.90024,                0.72049,                 0.7828,                0.72936,                0.88744,             0.00036696,             0.00036696,             0.00036696
                    144,                 0.4596,                 0.4985,                0.83379,                 0.8513,                0.85291,                0.90024,                0.71841,                0.79797,                0.75394,                0.89127,             0.00036683,             0.00036683,             0.00036683
                    145,                0.44552,                0.51406,                0.81473,                 0.8513,                0.85291,                0.90024,                0.71841,                0.79797,                0.75394,                0.89127,              0.0003667,              0.0003667,              0.0003667
                    146,                0.46152,                0.49685,                0.82389,                0.82916,                0.85517,                0.90024,                0.71101,                 0.7974,                0.73397,                0.89698,             0.00036658,             0.00036658,             0.00036658
                    147,                0.43569,                0.49339,                0.81873,                0.80487,                0.85626,                0.90024,                0.70174,                0.78093,                0.73824,                0.90169,             0.00036645,             0.00036645,             0.00036645
                    148,                0.50811,                0.50157,                0.83475,                0.77598,                0.85714,                0.90024,                0.70901,                 0.7758,                0.74365,                0.90483,             0.00036632,             0.00036632,             0.00036632
                    149,                0.46782,                0.47902,                0.82597,                0.77598,                0.85714,                0.90024,                0.70901,                 0.7758,                0.74365,                0.90483,              0.0003662,              0.0003662,              0.0003662
                    150,                0.46667,                 0.4864,                0.82797,                0.79508,                0.85416,                0.90024,                0.72261,                0.75917,                0.74018,                0.89849,             0.00036607,             0.00036607,             0.00036607
                    151,                0.48377,                 0.5388,                0.82698,                0.81754,                0.85202,                0.90024,                0.73583,                0.74272,                0.75632,                0.89453,             0.00036594,             0.00036594,             0.00036594
                    152,                0.46928,                0.49163,                0.83912,                0.84843,                0.85059,                0.90024,                0.72567,                0.75876,                0.76146,                0.88911,             0.00036582,             0.00036582,             0.00036582
                    153,                0.46837,                0.49233,                0.81868,                0.84843,                0.85059,                0.90024,                0.72567,                0.75876,                0.76146,                0.88911,             0.00036569,             0.00036569,             0.00036569
                    154,                0.51304,                0.49333,                0.82502,                0.82934,                0.85137,                0.90024,                0.73647,                0.73474,                0.75693,                0.88654,             0.00036556,             0.00036556,             0.00036556
                    155,                0.47126,                0.47952,                0.80754,                0.73499,                0.90219,                0.90024,                0.73131,                0.74465,                0.76795,                0.88937,             0.00036543,             0.00036543,             0.00036543
                    156,                0.46597,                0.49963,                0.81826,                0.78986,                0.85235,                0.90024,                0.73612,                0.74704,                0.73267,                0.88545,             0.00036531,             0.00036531,             0.00036531
                    157,                0.47935,                0.53752,                0.83376,                0.78986,                0.85235,                0.90024,                0.73612,                0.74704,                0.73267,                0.88545,             0.00036518,             0.00036518,             0.00036518
                    158,                0.49356,                0.49872,                 0.8403,                0.73711,                0.90114,                0.90024,                0.73241,                0.77164,                0.71773,                0.88284,             0.00036505,             0.00036505,             0.00036505
                    159,                0.44289,                0.47319,                0.80648,                0.79013,                0.89916,                0.90024,                0.72796,                0.77052,                 0.7302,                0.88117,             0.00036493,             0.00036493,             0.00036493
