                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                0.50234,                0.50963,                0.83159,                0.73607,                0.90054,                0.90024,                0.70366,                0.79177,                0.78763,                0.88326,             0.00037242,             0.00037242,             0.00037242
                    101,                0.47542,                0.51809,                0.82034,                0.73607,                0.90054,                0.90024,                0.70366,                0.79177,                0.78763,                0.88326,             0.00037229,             0.00037229,             0.00037229
                    102,                0.45297,                0.50902,                0.83885,                0.81229,                0.85151,                0.90024,                0.70694,                0.78995,                 0.8155,                0.89016,             0.00037217,             0.00037217,             0.00037217
                    103,                0.47865,                0.50523,                0.80328,                0.83099,                0.85124,                0.90024,                0.70046,                0.78168,                0.83314,                0.89536,             0.00037204,             0.00037204,             0.00037204
                    104,                0.45937,                0.50784,                0.82129,                0.83279,                0.85133,                0.90024,                0.68209,                0.79177,                0.78204,                0.89865,             0.00037191,             0.00037191,             0.00037191
                    105,                0.46341,                0.50864,                0.81156,                0.83279,                0.85133,                0.90024,                0.68209,                0.79177,                0.78204,                0.89865,             0.00037179,             0.00037179,             0.00037179
                    106,                0.46566,                0.48959,                 0.8287,                0.80617,                0.85205,                0.90024,                0.68194,                0.80274,                 0.7614,                0.89611,             0.00037166,             0.00037166,             0.00037166
                    107,                0.44453,                 0.5016,                0.81051,                0.80167,                0.85191,                0.90024,                0.68981,                0.80478,                0.76341,                0.88747,             0.00037153,             0.00037153,             0.00037153
                    108,                  0.446,                0.49871,                0.83379,                0.82055,                0.85119,                0.90024,                0.68421,                0.81844,                0.79185,                0.88452,             0.00037141,             0.00037141,             0.00037141
                    109,                0.45983,                 0.5122,                0.81568,                0.82055,                0.85119,                0.90024,                0.68421,                0.81844,                0.79185,                0.88452,             0.00037128,             0.00037128,             0.00037128
                    110,                0.45798,                0.48822,                0.83744,                 0.8223,                0.85106,                0.90024,                0.69298,                0.79692,                0.81437,                0.88359,             0.00037115,             0.00037115,             0.00037115
                    111,                0.47862,                0.50147,                0.82185,                0.81547,                0.85126,                0.90024,                0.71905,                0.75022,                0.80181,                0.88734,             0.00037102,             0.00037102,             0.00037102
                    112,                0.47011,                0.51552,                 0.8252,                0.82053,                0.85147,                0.90024,                0.70996,                0.76467,                0.74922,                0.88997,              0.0003709,              0.0003709,              0.0003709
                    113,                0.53255,                0.51754,                0.84278,                0.82053,                0.85147,                0.90024,                0.70996,                0.76467,                0.74922,                0.88997,             0.00037077,             0.00037077,             0.00037077
