                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     39,                 0.6869,                 1.0678,                0.87123,                0.73896,                0.71429,                0.81337,                0.61401,                0.91952,                 1.4386,                0.92729,             0.00038017,             0.00038017,             0.00038017
                     40,                0.69325,                 1.1096,                0.86986,                0.90418,                0.56967,                0.79363,                0.61601,                0.85169,                 1.3553,                0.91958,             0.00038005,             0.00038005,             0.00038005
                     41,                0.68968,                 1.0928,                0.84638,                0.90418,                0.56967,                0.79363,                0.61601,                0.85169,                 1.3553,                0.91958,             0.00037992,             0.00037992,             0.00037992
                     42,                0.70172,                  1.115,                0.87504,                0.91582,                0.56822,                0.79126,                0.63615,                0.77625,                 1.3192,                0.91731,             0.00037979,             0.00037979,             0.00037979
                     43,                0.67881,                 1.0157,                0.86804,                0.62879,                0.76798,                0.79126,                0.62573,                0.76305,                 1.2722,                0.91585,             0.00037966,             0.00037966,             0.00037966
                     44,                0.68516,                 1.1303,                0.86815,                0.81601,                0.66667,                0.79126,                0.63156,                0.76141,                 1.2472,                0.90692,             0.00037954,             0.00037954,             0.00037954
                     45,                0.69773,                 1.1027,                0.86568,                0.81601,                0.66667,                0.79126,                0.63156,                0.76141,                 1.2472,                0.90692,             0.00037941,             0.00037941,             0.00037941
                     46,                0.68626,                 1.1063,                0.87237,                 0.8125,                0.71429,                0.79126,                 0.6292,                0.78016,                 1.2338,                0.90629,             0.00037928,             0.00037928,             0.00037928
                     47,                 0.6531,                 1.0168,                0.86098,                0.88316,                0.71047,                0.79612,                0.60965,                0.84547,                 1.2196,                0.91265,             0.00037916,             0.00037916,             0.00037916
                     48,                0.65476,                 1.0639,                0.87319,                0.86568,                0.70724,                0.79758,                0.62825,                0.86252,                 1.2032,                0.92037,             0.00037903,             0.00037903,             0.00037903
                     49,                0.69305,                 1.0616,                0.87834,                0.86568,                0.70724,                0.79758,                0.62825,                0.86252,                 1.2032,                0.92037,              0.0003789,              0.0003789,              0.0003789
                     50,                0.71546,                 1.0804,                0.89729,                0.87928,                0.69953,                 0.7989,                0.63514,                0.83193,                 1.1594,                0.91398,             0.00037877,             0.00037877,             0.00037877
                     51,                0.68619,                 1.0399,                0.86843,                 0.8667,                0.69977,                0.78968,                0.62349,                0.82684,                 1.1485,                0.91314,             0.00037865,             0.00037865,             0.00037865
                     52,                0.67456,                 1.1568,                0.87165,                0.84778,                0.70688,                0.79363,                0.63005,                0.81286,                 1.1004,                  0.908,             0.00037852,             0.00037852,             0.00037852
                     53,                0.61346,                0.94975,                0.85176,                0.84778,                0.70688,                0.79363,                0.63005,                0.81286,                 1.1004,                  0.908,             0.00037839,             0.00037839,             0.00037839
                     54,                0.66302,                0.96997,                0.85079,                  0.765,                0.75397,                0.82413,                0.66322,                0.78149,                 1.0788,                0.90323,             0.00037827,             0.00037827,             0.00037827
                     55,                0.64863,                0.92995,                0.83903,                0.78802,                0.75397,                0.83598,                0.67391,                0.76677,                 1.0681,                0.90446,             0.00037814,             0.00037814,             0.00037814
                     56,                0.69908,                 1.0315,                0.88144,                0.86301,                0.70847,                0.83706,                0.67698,                0.76156,                 1.0327,                0.90728,             0.00037801,             0.00037801,             0.00037801
                     57,                0.67512,                 1.0153,                0.87473,                0.86301,                0.70847,                0.83706,                0.67698,                0.76156,                 1.0327,                0.90728,             0.00037789,             0.00037789,             0.00037789
                     58,                0.65947,                0.93858,                0.85511,                0.85698,                0.70801,                0.83706,                 0.6752,                0.79458,                 1.0265,                0.91534,             0.00037776,             0.00037776,             0.00037776
                     59,                0.67072,                0.90304,                 0.8456,                0.82999,                0.70966,                0.83706,                0.67334,                0.81489,                 1.0032,                0.91903,             0.00037763,             0.00037763,             0.00037763
                     60,                0.60514,                0.87158,                0.85376,                0.63112,                0.81093,                0.85286,                0.67208,                0.81222,                0.96504,                0.91441,              0.0003775,              0.0003775,              0.0003775
                     61,                0.66318,                0.91481,                0.87748,                0.63112,                0.81093,                0.85286,                0.67208,                0.81222,                0.96504,                0.91441,             0.00037738,             0.00037738,             0.00037738
                     62,                 0.6173,                0.88945,                0.85369,                0.67821,                0.80952,                0.90024,                0.69084,                 0.7862,                0.95226,                0.90814,             0.00037725,             0.00037725,             0.00037725
                     63,                0.66739,                0.86293,                0.85779,                0.70227,                0.80952,                0.87655,                0.67481,                0.78015,                0.90858,                0.90305,             0.00037712,             0.00037712,             0.00037712
                     64,                0.64269,                0.92303,                0.85039,                  0.776,                0.80952,                0.87655,                0.66039,                0.81378,                0.90936,                0.90868,               0.000377,               0.000377,               0.000377
                     65,                0.71595,                0.97086,                0.87335,                  0.776,                0.80952,                0.87655,                0.66039,                0.81378,                0.90936,                0.90868,             0.00037687,             0.00037687,             0.00037687
                     66,                0.63777,                0.94938,                0.87214,                0.78879,                0.80952,                0.90024,                0.65265,                0.85431,                0.88287,                0.90669,             0.00037674,             0.00037674,             0.00037674
                     67,                0.61706,                0.84009,                0.85099,                0.72417,                0.85714,                0.90024,                0.65912,                 0.8405,                0.84654,                0.90751,             0.00037661,             0.00037661,             0.00037661
                     68,                0.62882,                0.84303,                0.83814,                0.77316,                0.85714,                0.90024,                0.68635,                0.79252,                0.81935,                0.90626,             0.00037649,             0.00037649,             0.00037649
                     69,                0.58817,                0.82566,                0.87972,                0.77316,                0.85714,                0.90024,                0.68635,                0.79252,                0.81935,                0.90626,             0.00037636,             0.00037636,             0.00037636
                     70,                0.58729,                0.81343,                0.83379,                0.76078,                0.85714,                0.90024,                0.68856,                0.77618,                0.83107,                0.91221,             0.00037623,             0.00037623,             0.00037623
                     71,                0.65557,                0.86115,                0.88039,                0.75539,                0.85714,                0.90024,                0.68278,                0.77881,                 0.8293,                0.91003,             0.00037611,             0.00037611,             0.00037611
                     72,                0.61097,                0.84239,                 0.8549,                0.81059,                0.80952,                0.90024,                0.68199,                 0.7816,                0.83786,                0.90426,             0.00037598,             0.00037598,             0.00037598
                     73,                 0.6462,                 0.8354,                0.84113,                0.81059,                0.80952,                0.90024,                0.68199,                 0.7816,                0.83786,                0.90426,             0.00037585,             0.00037585,             0.00037585
                     74,                0.59054,                0.77149,                 0.8417,                0.81207,                0.80952,                0.90024,                0.68633,                0.78106,                0.84109,                0.90173,             0.00037573,             0.00037573,             0.00037573
                     75,                0.59625,                0.81584,                0.84174,                0.81113,                0.80952,                0.90024,                 0.6859,                0.79103,                0.84873,                0.89966,              0.0003756,              0.0003756,              0.0003756
                     76,                 0.6003,                 0.7802,                 0.8641,                0.79639,                0.85714,                0.90024,                0.68499,                0.80578,                0.84516,                0.90605,             0.00037547,             0.00037547,             0.00037547
                     77,                0.60975,                0.77231,                 0.8543,                0.79639,                0.85714,                0.90024,                0.68499,                0.80578,                0.84516,                0.90605,             0.00037534,             0.00037534,             0.00037534
                     78,                0.62433,                0.76898,                0.88542,                0.79066,                0.85714,                0.90024,                0.70376,                0.79774,                0.84203,                0.90539,             0.00037522,             0.00037522,             0.00037522
                     79,                0.60094,                0.82727,                0.85698,                0.77329,                0.85714,                0.90024,                0.69581,                0.80908,                0.83814,                0.90989,             0.00037509,             0.00037509,             0.00037509
                     80,                0.61934,                0.76941,                 0.8521,                0.72505,                0.90476,                0.90024,                0.67756,                0.84572,                0.84837,                0.91575,             0.00037496,             0.00037496,             0.00037496
                     81,                0.59192,                0.82807,                0.85281,                0.72505,                0.90476,                0.90024,                0.67756,                0.84572,                0.84837,                0.91575,             0.00037484,             0.00037484,             0.00037484
                     82,                0.65801,                0.87096,                0.86314,                0.90298,                0.76086,                0.90024,                0.67708,                0.82747,                0.83799,                  0.911,             0.00037471,             0.00037471,             0.00037471
                     83,                0.58765,                0.77963,                 0.8574,                0.71555,                0.90476,                0.90024,                0.68921,                0.79896,                0.83298,                 0.9034,             0.00037458,             0.00037458,             0.00037458
                     84,                0.57715,                0.73849,                0.81498,                0.73556,                0.90476,                0.90024,                0.69294,                 0.7771,                0.82795,                0.89867,             0.00037445,             0.00037445,             0.00037445
                     85,                0.60116,                0.86705,                0.85938,                0.73556,                0.90476,                0.90024,                0.69294,                 0.7771,                0.82795,                0.89867,             0.00037433,             0.00037433,             0.00037433
                     86,                0.62247,                0.79082,                0.85913,                0.77799,                0.90476,                0.90024,                0.70304,                 0.7815,                0.82059,                0.89869,              0.0003742,              0.0003742,              0.0003742
                     87,                0.64548,                0.82923,                0.84743,                0.80639,                0.90273,                0.90024,                0.69768,                0.81993,                0.84295,                0.90699,             0.00037407,             0.00037407,             0.00037407
                     88,                0.61899,                0.76599,                0.83488,                0.83259,                 0.9004,                0.90024,                 0.7056,                0.84168,                0.84081,                0.90546,             0.00037395,             0.00037395,             0.00037395
                     89,                0.60876,                0.76832,                0.86377,                0.83259,                 0.9004,                0.90024,                 0.7056,                0.84168,                0.84081,                0.90546,             0.00037382,             0.00037382,             0.00037382
                     90,                 0.5827,                0.81885,                0.84292,                0.83849,                0.89991,                0.90024,                0.69712,                0.82129,                 0.8219,                0.90227,             0.00037369,             0.00037369,             0.00037369
                     91,                  0.611,                0.77691,                0.85443,                0.83666,                0.89982,                0.90024,                0.69793,                0.79145,                0.80673,                0.90251,             0.00037357,             0.00037357,             0.00037357
                     92,                0.58362,                0.70758,                0.87816,                0.89559,                0.85071,                0.90024,                0.69788,                0.76648,                0.78199,                0.90274,             0.00037344,             0.00037344,             0.00037344
                     93,                0.59314,                0.75997,                0.85506,                0.89559,                0.85071,                0.90024,                0.69788,                0.76648,                0.78199,                0.90274,             0.00037331,             0.00037331,             0.00037331
                     94,                 0.5332,                0.71231,                0.83424,                0.83427,                0.85361,                0.90024,                0.71283,                0.74414,                0.76672,                0.90648,             0.00037318,             0.00037318,             0.00037318
                     95,                0.57717,                0.71459,                0.84869,                  0.896,                0.80513,                0.90024,                0.70984,                0.77225,                0.78673,                0.90532,             0.00037306,             0.00037306,             0.00037306
                     96,                0.54415,                0.74157,                0.86149,                0.88278,                 0.8065,                0.90024,                0.70526,                0.76263,                0.81072,                0.89869,             0.00037293,             0.00037293,             0.00037293
                     97,                 0.5874,                0.72733,                0.84682,                0.88278,                 0.8065,                0.90024,                0.70526,                0.76263,                0.81072,                0.89869,              0.0003728,              0.0003728,              0.0003728
                     98,                0.61144,                 0.7516,                0.86071,                0.87305,                0.80726,                0.90024,                0.71387,                0.77961,                0.82229,                0.89495,             0.00037268,             0.00037268,             0.00037268
                     99,                0.64938,                 0.7764,                0.86019,                0.82764,                0.85713,                0.90024,                0.71884,                 0.8053,                 0.8225,                 0.8933,             0.00037255,             0.00037255,             0.00037255
                    100,                0.60008,                 0.7322,                0.86164,                0.83666,                0.85666,                0.90024,                0.70198,                0.81837,                0.81853,                0.89796,             0.00037242,             0.00037242,             0.00037242
                    101,                0.60427,                0.73779,                0.84685,                0.83666,                0.85666,                0.90024,                0.70198,                0.81837,                0.81853,                0.89796,             0.00037229,             0.00037229,             0.00037229
                    102,                0.61266,                0.76111,                 0.8726,                0.82161,                0.85677,                0.90024,                0.67776,                0.86748,                0.82939,                0.90541,             0.00037217,             0.00037217,             0.00037217
                    103,                0.60503,                0.71359,                0.82409,                0.89802,                0.80507,                0.90024,                 0.6748,                0.85948,                0.81657,                0.90729,             0.00037204,             0.00037204,             0.00037204
                    104,                0.57461,                0.74181,                0.84743,                0.76737,                0.90476,                0.90024,                0.67461,                0.84351,                0.82721,                0.90796,             0.00037191,             0.00037191,             0.00037191
                    105,                0.60405,                0.74061,                0.83323,                0.76737,                0.90476,                0.90024,                0.67461,                0.84351,                0.82721,                0.90796,             0.00037179,             0.00037179,             0.00037179
                    106,                0.57123,                0.70076,                 0.8416,                0.75621,                0.90476,                0.90024,                0.66382,                0.84405,                0.82402,                0.90463,             0.00037166,             0.00037166,             0.00037166
                    107,                0.57851,                0.72269,                0.83171,                0.76683,                0.90476,                0.90024,                0.69904,                 0.7903,                0.79875,                0.89492,             0.00037153,             0.00037153,             0.00037153
                    108,                0.57531,                0.72497,                0.86115,                0.78508,                0.90391,                0.90024,                0.70315,                0.78199,                0.79297,                0.89282,             0.00037141,             0.00037141,             0.00037141
                    109,                0.58481,                 0.7378,                0.85134,                0.78508,                0.90391,                0.90024,                0.70315,                0.78199,                0.79297,                0.89282,             0.00037128,             0.00037128,             0.00037128
                    110,                0.59695,                0.71292,                0.85241,                0.86608,                0.85298,                0.90024,                0.71746,                0.79219,                0.79723,                0.89021,             0.00037115,             0.00037115,             0.00037115
                    111,                0.59306,                0.72717,                0.84332,                0.84683,                0.85291,                0.90024,                0.72039,                0.79183,                0.83989,                0.89694,             0.00037102,             0.00037102,             0.00037102
                    112,                0.60283,                0.76052,                 0.8457,                 0.8223,                0.85328,                0.90024,                0.70393,                0.78846,                 0.8515,                0.90183,              0.0003709,              0.0003709,              0.0003709
                    113,                0.67262,                0.75582,                0.89832,                 0.8223,                0.85328,                0.90024,                0.70393,                0.78846,                 0.8515,                0.90183,             0.00037077,             0.00037077,             0.00037077
                    114,                0.55956,                0.72124,                0.84279,                0.74709,                0.90286,                0.90024,                0.67899,                0.79625,                0.84498,                0.89921,             0.00037064,             0.00037064,             0.00037064
                    115,                0.54436,                 0.6786,                0.83169,                0.74136,                0.90328,                0.90024,                0.68486,                 0.7778,                0.81251,                0.89556,             0.00037052,             0.00037052,             0.00037052
                    116,                0.57755,                0.71794,                0.82034,                0.80062,                0.85447,                0.90024,                0.72756,                0.73617,                0.79815,                0.89847,             0.00037039,             0.00037039,             0.00037039
                    117,                0.58777,                0.71687,                0.85813,                0.80062,                0.85447,                0.90024,                0.72756,                0.73617,                0.79815,                0.89847,             0.00037026,             0.00037026,             0.00037026
                    118,                0.56367,                0.68748,                0.84577,                0.81117,                 0.8551,                0.90024,                0.72199,                0.74759,                0.77504,                0.90657,             0.00037014,             0.00037014,             0.00037014
                    119,                0.59997,                0.66024,                0.84024,                0.82187,                0.85588,                0.87655,                0.71033,                0.79626,                0.75695,                0.91372,             0.00037001,             0.00037001,             0.00037001
                    120,                0.58443,                0.70411,                0.86736,                0.84577,                0.85595,                0.87655,                 0.6978,                0.82367,                 0.7532,                0.91669,             0.00036988,             0.00036988,             0.00036988
                    121,                0.61549,                0.78345,                0.85519,                0.84577,                0.85595,                0.87655,                 0.6978,                0.82367,                 0.7532,                0.91669,             0.00036975,             0.00036975,             0.00036975
                    122,                0.62478,                0.79606,                0.84288,                0.85488,                0.85566,                0.90024,                0.69344,                0.83894,                0.73236,                0.91438,             0.00036963,             0.00036963,             0.00036963
                    123,                 0.5793,                0.73785,                0.83865,                 0.8599,                0.85477,                0.90024,                0.68585,                0.81354,                0.72857,                0.90583,              0.0003695,              0.0003695,              0.0003695
                    124,                0.54795,                0.64672,                0.82216,                0.85024,                0.85401,                0.90024,                0.71227,                0.76521,                0.73239,                0.89825,             0.00036937,             0.00036937,             0.00036937
                    125,                0.57612,                0.67727,                 0.8414,                0.85024,                0.85401,                0.90024,                0.71227,                0.76521,                0.73239,                0.89825,             0.00036925,             0.00036925,             0.00036925
                    126,                0.58654,                0.70221,                0.83721,                0.84132,                0.85345,                0.90024,                0.73004,                0.74211,                0.72549,                0.89625,             0.00036912,             0.00036912,             0.00036912
                    127,                0.50602,                0.63978,                0.84825,                0.82375,                0.85343,                0.90024,                0.71898,                0.74618,                0.74163,                0.89718,             0.00036899,             0.00036899,             0.00036899
                    128,                0.55665,                0.72383,                0.82814,                0.81792,                0.85325,                0.90024,                0.72299,                0.76371,                0.77302,                0.90537,             0.00036886,             0.00036886,             0.00036886
                    129,                0.58726,                0.67198,                0.85525,                0.81792,                0.85325,                0.90024,                0.72299,                0.76371,                0.77302,                0.90537,             0.00036874,             0.00036874,             0.00036874
                    130,                0.54435,                0.70782,                0.84487,                0.91449,                0.80309,                0.90024,                0.69783,                0.78588,                0.79514,                0.90906,             0.00036861,             0.00036861,             0.00036861
                    131,                0.53428,                0.66179,                0.82946,                0.93329,                0.80252,                0.90024,                0.68724,                0.81785,                0.81764,                0.90999,             0.00036848,             0.00036848,             0.00036848
                    132,                0.61366,                 0.7447,                0.85507,                0.79725,                0.90127,                0.90024,                0.67607,                0.83028,                0.81544,                0.90718,             0.00036836,             0.00036836,             0.00036836
                    133,                 0.6096,                0.69308,                0.84876,                0.79725,                0.90127,                0.90024,                0.67607,                0.83028,                0.81544,                0.90718,             0.00036823,             0.00036823,             0.00036823
                    134,                0.53614,                0.66026,                0.83991,                 0.9389,                0.80248,                0.90024,                0.68931,                0.78854,                0.78358,                0.89725,              0.0003681,              0.0003681,              0.0003681
                    135,                0.53071,                0.64979,                0.83682,                0.87619,                0.85238,                0.90024,                0.70135,                 0.7636,                0.76507,                0.89263,             0.00036798,             0.00036798,             0.00036798
                    136,                0.54943,                0.70127,                0.83845,                0.88353,                0.85245,                0.90024,                0.71055,                0.75873,                 0.7604,                0.89441,             0.00036785,             0.00036785,             0.00036785
                    137,                0.61704,                0.72239,                0.88032,                0.88353,                0.85245,                0.90024,                0.71055,                0.75873,                 0.7604,                0.89441,             0.00036772,             0.00036772,             0.00036772
                    138,                0.60084,                0.73277,                0.84017,                0.85497,                0.85392,                0.90024,                0.70637,                0.79209,                 0.7893,                 0.8996,             0.00036759,             0.00036759,             0.00036759
                    139,                0.59866,                0.79138,                0.86141,                0.84187,                0.85523,                0.90024,                0.70909,                 0.8118,                0.78867,                 0.8978,             0.00036747,             0.00036747,             0.00036747
                    140,                0.57624,                0.70049,                0.84068,                0.82649,                0.85668,                0.90024,                0.71601,                0.81091,                0.81562,                0.89441,             0.00036734,             0.00036734,             0.00036734
                    141,                0.57204,                0.73392,                0.84111,                0.82649,                0.85668,                0.90024,                0.71601,                0.81091,                0.81562,                0.89441,             0.00036721,             0.00036721,             0.00036721
                    142,                0.55547,                 0.7736,                0.86214,                0.73224,                0.90476,                0.90024,                 0.6947,                0.78917,                0.79009,                0.89013,             0.00036709,             0.00036709,             0.00036709
                    143,                0.56931,                  0.722,                0.86518,                0.75728,                0.90476,                0.90024,                0.69253,                0.79704,                0.77922,                0.89256,             0.00036696,             0.00036696,             0.00036696
                    144,                0.55184,                0.66681,                0.84648,                0.78084,                0.90476,                0.90024,                 0.6878,                 0.8046,                0.80306,                0.89347,             0.00036683,             0.00036683,             0.00036683
                    145,                0.56532,                0.71414,                0.83108,                0.78084,                0.90476,                0.90024,                 0.6878,                 0.8046,                0.80306,                0.89347,              0.0003667,              0.0003667,              0.0003667
                    146,                0.55987,                 0.6776,                0.84007,                0.80425,                0.85714,                0.90024,                0.68702,                 0.8157,                0.80609,                0.89849,             0.00036658,             0.00036658,             0.00036658
                    147,                0.53509,                0.69854,                0.83931,                0.81144,                0.85714,                0.90024,                0.69707,                0.79631,                0.77789,                0.89821,             0.00036645,             0.00036645,             0.00036645
                    148,                0.59811,                0.70788,                0.85219,                0.90473,                0.80679,                0.90024,                0.70151,                0.78818,                0.77686,                0.89618,             0.00036632,             0.00036632,             0.00036632
                    149,                0.53961,                 0.6439,                0.83887,                0.90473,                0.80679,                0.90024,                0.70151,                0.78818,                0.77686,                0.89618,              0.0003662,              0.0003662,              0.0003662
                    150,                0.57387,                0.67283,                0.84954,                0.92672,                0.80375,                0.90024,                0.69132,                0.80787,                0.77459,                0.89531,             0.00036607,             0.00036607,             0.00036607
                    151,                 0.5682,                0.67801,                0.84548,                0.93387,                 0.8027,                0.90024,                0.69328,                0.80837,                0.75956,                0.89532,             0.00036594,             0.00036594,             0.00036594
                    152,                0.56266,                0.68515,                0.84792,                0.77691,                0.90406,                0.90024,                0.69448,                0.78926,                0.74717,                0.89802,             0.00036582,             0.00036582,             0.00036582
                    153,                0.56542,                0.66363,                0.82872,                0.77691,                0.90406,                0.90024,                0.69448,                0.78926,                0.74717,                0.89802,             0.00036569,             0.00036569,             0.00036569
                    154,                0.58934,                0.64548,                0.84431,                0.77305,                0.90333,                0.90024,                0.70459,                0.76163,                0.74903,                0.89768,             0.00036556,             0.00036556,             0.00036556
                    155,                0.55884,                0.68166,                  0.825,                0.83702,                0.85261,                0.90024,                 0.6791,                 0.7765,                0.73893,                0.90216,             0.00036543,             0.00036543,             0.00036543
                    156,                0.59056,                0.68103,                0.83759,                0.87711,                0.85105,                0.90024,                0.66939,                0.81247,                0.76236,                0.90041,             0.00036531,             0.00036531,             0.00036531
                    157,                0.59374,                0.78756,                0.86752,                0.87711,                0.85105,                0.90024,                0.66939,                0.81247,                0.76236,                0.90041,             0.00036518,             0.00036518,             0.00036518
                    158,                0.55968,                 0.6797,                0.85605,                0.88324,                0.85213,                0.90024,                0.65417,                0.84015,                0.77238,                0.90217,             0.00036505,             0.00036505,             0.00036505
